flow_surveyId,flow_question_group,flow_question_label,flow_question_id,mis_id,mis_question_group,mis_question_label,mis_question_id
8520967,Chemicals,What chemicals are use for water treatment?,8660925,1749652214711,Chemicals,What chemicals are use for water treatment on the day of Inspection ?;Is prechlorination carried out in the plant?;What is the dosage rate for Chlorine (kg per day) for prechlorination?;What dosing method is used for Prechlorination?;Are there any risks associated with prechlorination system?;What are the issues / risks? Please Provide Details of the Primary risks / issues for Prechlorination:;Please identify any issues or risks associated with Storage in relation to Prechlorination;Take a photo of the risks associated with Storage in relation to Prechlorination;Please identify any issues or risks associated with Dosage in relation to Prechlorination;Take a photo of the risks associated with Dosage in relation to Prechlorination;Please identify any issues or risks associated with Handling in relation to Prechlorination;Take a photo of the risks associated with Handling in relation to Prechlorination;Please identify any issues or risks associated with Leakage in relation to Prechlorination;Take a photo of the risks associated with Leakage in relation to Prechlorination;Please specify other issues / risks;Take a Photo of the risks/ Prechlorination system.;What is the dosage rate for Alum (bags/kg per day) on a daily basis?;What dosing method is used for Alum?;Are there any risks associated with Alum dosing?;What are the risks associated with Alum dosing?;Please specify other risks associated with Alum dosing;Take a Photo of the risk/Alum dosing system;What is the dosage rate for Soda Ash (bags/kg per day) on a daily basis?;What dosing method is used for Soda Ash?;Are there any risks associated with Soda Ash dosing?;What are the risks associated with Soda Ash dosing?;Please specify other risks associated with Soda Ash dosing;Take photo of risk/Soda Ash Dosing System;What is the dosage rate for Polymer (bags/kg per day) on a daily basis?;What dosing method is used for Polymer?;Are there any issues / risks associated with Polymer dosing?;Please Provide Details of the issues/ risks for Polymer Dosing;Please specify other issues / risks for Polymer dosing;Take Photo of the risks/Polymer dosing system;What is the dosage rate for Lima (bags/kg per day) on a daily basis?;What is the dosing method used for Lime?;Are there any issues / risk associated with Lime dosing?;What are the Issues / risks? Please Provide Details of the issues /issues for Lime Dosing:;Please specify other issues / risks for Lime dosing;Take photo of the risk/Lime dosing system?,1749652997590;1749695649473;1749695682354;1749695714514;1749695817762;1749695890176;1754995400056;1754995400057;1754995400058;1754995400059;1754995400060;1754995400061;1754995400062;1754995400063;1749695950021;1749695958674;1749695997834;1749696061091;1749696125775;1749696173219;1749696239821;1749696282743;1749696353491;1749696386016;1749696429991;1749696465230;1749696521533;1749696535862;1749696582472;1749696610120;1749696644615;1749696684785;1749696723533;1749696736345;1749696884554;1749696913958;1749696956618;1749696996243;1749697035806;1749697047271
8520967,Chemicals,Take a Photo of the risk/Alum dosing system,8660927,1749652214711,Chemicals,Take a Photo of the risk/Alum dosing system,1749696282743
8520967,Chemicals,Take photo of risk/Soda Ash Dosing System,9650920,1749652214711,Chemicals,Take photo of risk/Soda Ash Dosing System,1749696535862
8520967,Chemicals,What are the risks?,9670921,1749652214711,Chemicals,What chemicals are use for water treatment on the day of Inspection ?;Is prechlorination carried out in the plant?;What is the dosage rate for Chlorine (kg per day) for prechlorination?;What dosing method is used for Prechlorination?;Are there any risks associated with prechlorination system?;What are the issues / risks? Please Provide Details of the Primary risks / issues for Prechlorination:;Please identify any issues or risks associated with Storage in relation to Prechlorination;Take a photo of the risks associated with Storage in relation to Prechlorination;Please identify any issues or risks associated with Dosage in relation to Prechlorination;Take a photo of the risks associated with Dosage in relation to Prechlorination;Please identify any issues or risks associated with Handling in relation to Prechlorination;Take a photo of the risks associated with Handling in relation to Prechlorination;Please identify any issues or risks associated with Leakage in relation to Prechlorination;Take a photo of the risks associated with Leakage in relation to Prechlorination;Please specify other issues / risks;Take a Photo of the risks/ Prechlorination system.;What is the dosage rate for Alum (bags/kg per day) on a daily basis?;What dosing method is used for Alum?;Are there any risks associated with Alum dosing?;What are the risks associated with Alum dosing?;Please specify other risks associated with Alum dosing;Take a Photo of the risk/Alum dosing system;What is the dosage rate for Soda Ash (bags/kg per day) on a daily basis?;What dosing method is used for Soda Ash?;Are there any risks associated with Soda Ash dosing?;What are the risks associated with Soda Ash dosing?;Please specify other risks associated with Soda Ash dosing;Take photo of risk/Soda Ash Dosing System;What is the dosage rate for Polymer (bags/kg per day) on a daily basis?;What dosing method is used for Polymer?;Are there any issues / risks associated with Polymer dosing?;Please Provide Details of the issues/ risks for Polymer Dosing;Please specify other issues / risks for Polymer dosing;Take Photo of the risks/Polymer dosing system;What is the dosage rate for Lima (bags/kg per day) on a daily basis?;What is the dosing method used for Lime?;Are there any issues / risk associated with Lime dosing?;What are the Issues / risks? Please Provide Details of the issues /issues for Lime Dosing:;Please specify other issues / risks for Lime dosing;Take photo of the risk/Lime dosing system?,1749652997590;1749695649473;1749695682354;1749695714514;1749695817762;1749695890176;1754995400056;1754995400057;1754995400058;1754995400059;1754995400060;1754995400061;1754995400062;1754995400063;1749695950021;1749695958674;1749695997834;1749696061091;1749696125775;1749696173219;1749696239821;1749696282743;1749696353491;1749696386016;1749696429991;1749696465230;1749696521533;1749696535862;1749696582472;1749696610120;1749696644615;1749696684785;1749696723533;1749696736345;1749696884554;1749696913958;1749696956618;1749696996243;1749697035806;1749697047271
8520967,Constraints and Recommendation,Have you noted any production constraints?,1580931,1749652214711;1749640508297,Constraints and Recommendation,Have you noted any production constraints?,1749700156602;1749651884201
8520967,Constraints and Recommendation,Any final recommendation?,3580926,1749652214711;1749640508297,Constraints and Recommendation,Any final recommendation?,1749700286833;1749651967194
8520967,Constraints and Recommendation,Signature of DWS Officer,5570927,1749652214711;1749640508297,Constraints and Recommendation,Signature of DWS Officer,1749700409140;1749652108043
8520967,Constraints and Recommendation,Please provide details of production constraints,6580930,1749652214711;1749640508297,Constraints and Recommendation,Please provide details of production constraints,1749700254744;1749651934376
8520967,Constraints and Recommendation,What are your final recommendation for the plant?(NOT to be shown to the interviewee),9580924,1749652214711;1749640508297,Constraints and Recommendation,What are your final recommendation for the plant?(NOT to be shown to the interviewee),1749700326877;1749652009922
8520967,Disinfection,What dosing method is used for Chlorine Gas?,2640928,1749652214711;1749640508297,Disinfection,What dosing method is used for Chlorine Gas?,1749698639788;1749650525915
8520967,Disinfection,What is the dosing method for Sodium Hypochlorite?,2640930,1749652214711;1749640508297,Disinfection,What is the dosing method for Sodium Hypochlorite?,1749705072312;1749651387233
8520967,Disinfection,What is the usage of Chlorine Gas per day?,2650929,1749652214711;1749640508297,Disinfection,What is the usage of Chlorine Gas per day?,1749698606550;1749650488015
8520967,Disinfection,What dosing method is used for HTH Powder?,2660925,1749652214711;1749640508297,Disinfection,What dosing method is used for HTH Powder?,1749704784384;1749650958350
8520967,Disinfection,Take Photo of risks/HTH Powder Dosing System,2660929,1749652214711;1749640508297,Disinfection,Take Photo of risks/HTH Powder Dosing System,1749704970477;1749651246609
8520967,Disinfection,Are there any risks associated with HTH Powder Dosing System?,2670933,1749652214711;1749640508297,Disinfection,Are there any risks associated with HTH Powder Dosing System?,1749704846694;1749651036837
8520967,Disinfection,What are these risks?,4550928,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Disinfection,Take Photo of DPD Tablets Dosing Method,4550930,1749652214711;1749640508297,Disinfection,Take Photo of DPD Tablets Dosing Method,1749705551154;1749651820475
8520967,Disinfection,What is the dosage of Chlorine in grams per cubic metre?,4560923,1749652214711;1749640508297,Disinfection,What is the dosage of Chlorine in grams per cubic metre?,1749698562530;1749643314972
8520967,Disinfection,Take Photo of the Sodium Hypochlorite Dosing System,4560927,1749652214711;1749640508297,Disinfection,Take Photo of the Sodium Hypochlorite Dosing System,1749705316331;1749651546934
8520967,Disinfection,What is the dosage of Sodium Hypochlorite in grams per cubic meter?,620929,1749652214711;1749640508297,Disinfection,What is the dosage of Sodium Hypochlorite in grams per cubic meter?,1749705008034;1749651313502
8520967,Disinfection,What is the dosage of DPD Tablets in grams per cubic metres?,620931,1749652214711;1749640508297,Disinfection,What is the dosage of DPD Tablets in grams per cubic metres?,1749705351488;1749651589021
8520967,Disinfection,What is the usage of Sodium Hypochlorite per day?,6650930,1749652214711;1749640508297,Disinfection,What is the usage of Sodium Hypochlorite per day?,1749705042224;1749651349182
8520967,Disinfection,What are these risks?,6650932,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Disinfection,What are these risks?,6660926,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Disinfection,What is the dosage of HTH Powder in grams per cubic metre?,7600931,1749652214711;1749640508297,Disinfection,What is the dosage of HTH Powder in grams per cubic metre?,1749704716001;1749650822287
8520967,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,7600935,1749652214711;1749640508297,Disinfection,Are there any risks associated with the Sodium Hypochlorite Dosing System?,1749705116886;1749651430476
8520967,Disinfection,Take Photo of risks/Chlorine Gas Dosing System,7610927,1749640508297,Disinfection,Take Photo of risks/Chlorine Gas Dosing System,1749650754661
8520967,Disinfection,What is the usage of DPD Tablets per day?,7620929,1749652214711;1749640508297,Disinfection,What is the usage of DPD Tablets per day?,1749705372919;1749651628503
8520967,Disinfection,Are there any risks associated with the DPD Tablets Dosing Method?,8680929,1749652214711;1749640508297,Disinfection,Are there any risks associated with the DPD Tablets Dosing Method?,1749705449153;1749651720684
8520967,Disinfection,Are there any risks associated with Chlorine Gas dosing?,9630937,1749652214711;1749640508297,Disinfection,Are there any risks associated with Chlorine Gas dosing?,1749698699399;1749650600909
8520967,Disinfection,What is the dosing method used for DPD Tablets?,9630941,1749652214711;1749640508297,Disinfection,What is the dosing method used for DPD Tablets?,1749705410489;1749651668947
8520967,Disinfection,What is the usage of HTH Powder per day?,9650933,1749652214711;1749640508297,Disinfection,What is the usage of HTH Powder per day?,1749704756090;1749650926089
8520967,Disinfection,What are these risks?,9650935,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Disinfection,What Disinfection Techniques are used at the Plant?,9660928,1749652214711;1749640508297,Disinfection,What Disinfection Techniques are used at the Plant?,1749653091407;1749641480407
8520967,Disinfection,Do you have Standard Operating Procedures for Disinfection?,9670928,1749652214711;1749640508297,Disinfection,Do you have Standard Operating Procedures for Disinfection?,1749698531949;1749643276889
8520967,Filtration,Are there any Clarifier /Sedimentation Tanks at the Plant?,1660928,1749652214711,Sedimentation,Are there any Clarifier /Sedimentation Tanks at the Plant?,1749697374360
8520967,Filtration,Take Photo of risks/Clarifier/Sedimentation tanks,1680935,1749652214711,Sedimentation,Take Photo of risks/Clarifier/Sedimentation tanks,1749697674755
8520967,Filtration,Are there any risks associated with the Clarifiers/Sedimentation Tanks?,3690926,1749652214711,Sedimentation,Are there any risks associated with the Clarifiers/Sedimentation Tanks?,1749697503628
8520967,Filtration,Types of Filtration System,3690927,1749652214711,Sedimentation,Types of Filtration System,1749697744360
8520967,Filtration,What are these risks?,3700927,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Filtration,Take Photo of the risks/Backwash Sludge Removal System,4540926,1749652214711,Sedimentation,Take Photo of the risks/Backwash Sludge Removal System,1749698370411
8520967,Filtration,Are there any risks associated with the Floc Tanks?,4550924,1749652214711,Sedimentation,Are there any risks associated with the Floc Tanks?,1749697163079
8520967,Filtration,Are there any Floc Tanks used in the Plant?,4570923,1749652214711,Sedimentation,Are there any Floc Tanks used in the Plant?,1749653030359
8520967,Filtration,Types of Backwash Sludge Removal System,5670930,1749652214711,Sedimentation,Types of Backwash Sludge Removal System,1749698076842
8520967,Filtration,What are these risks?,5710925,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Filtration,What are these risks?,620923,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Filtration,Types of Clarifiers/Sedimentation Tanks at the Plant,6650926,1749652214711,Sedimentation,Types of Clarifiers/Sedimentation Tanks at the Plant,1749697434141
8520967,Filtration,Take photo of the risks/Filtration System,7580932,1749652214711,Sedimentation,Take photo of the risks/Filtration System,1749698002498
8520967,Filtration,How many Clarifiers/Sedimentation Tanks are there?,7590922,1749652214711,Sedimentation,How many Clarifiers/Sedimentation Tanks are there?,1749697404925
8520967,Filtration,Are there any risks associated with the Backwash Sludge Removal System?,7600928,1749652214711,Sedimentation,Are there any risks associated with the Backwash Sludge Removal System?,1749698193588
8520967,Filtration,Are there any Filtration System at the Plant?,7610924,1749652214711,Sedimentation,Are there any Filtration System at the Plant?,1749697716330
8520967,Filtration,Are there any risks associated with the Filtration System?,7620924,1749652214711,Sedimentation,Are there any risks associated with the Filtration System?,1749697815486
8520967,Filtration,How many Floc Tanks are there at the Plant?,8670926,1749652214711,Sedimentation,How many Floc Tanks are there at the Plant?,1749697133234
8520967,Filtration,Are there any Backwash Sludge Removal System at the Plant?,8670928,1749652214711,Sedimentation,Are there any Backwash Sludge Removal System at the Plant?,1749698044673
8520967,Filtration,What is the other type of system you have?,8910935,,,,
8520967,Filtration,Take Photo of the risk/Floc Tanks,9630932,1749652214711,Sedimentation,Take Photo of the risk/Floc Tanks,1749697339260
8520967,Filtration,What are these risks?,9640926,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Plant Mag Flow Meters,What are type of Flow Meters?,1660936,1749652214711,Plant Mag Flow Meters,What are type of Flow Meters?,1749699101674
8520967,Plant Mag Flow Meters,What are this risks?,1680943,1749652214711,Plant Mag Flow Meters,Are there Plant Mag Flow Meters in place?;What are type of Flow Meters?;Are there any risks associated with the flow meters?;What are these risks associated with the flow meters?;Please specify other issues / risks for Flow Meters;Take Photo of the risks associated with the flow meters;Are there any High Lift Pumps at the Plant?;Number of High Lift Pumps?;Are there any risks associated with the High Lift Pumps?;What are this risks associated with the High Lift Pumps?;Please specify other issues / risks for High Lift Pumps;Take Photo of the risks/High Lift Pumps,1749653112804;1749699101674;1749699154310;1749699189052;1749699309822;1749699295063;1749699346821;1749699372393;1749699414777;1749699457040;1749699534446;1749699553789
8520967,Plant Mag Flow Meters,Take Photo of the risks/High Lift Pumps,2650935,1749652214711,Plant Mag Flow Meters,Take Photo of the risks/High Lift Pumps,1749699553789
8520967,Plant Mag Flow Meters,What are these risks?,3700935,1749652214711,Sedimentation,What are these risks?,1749697221338
8520967,Plant Mag Flow Meters,Are there any High Lift Pumps at the Plant?,4550931,1749652214711,Plant Mag Flow Meters,Are there any High Lift Pumps at the Plant?,1749699346821
8520967,Plant Mag Flow Meters,Are there any risks associated with the High Lift Pumps?,4550933,1749652214711,Plant Mag Flow Meters,Are there any risks associated with the High Lift Pumps?,1749699414777
8520967,Plant Mag Flow Meters,Are there Plant Mag Flow Meters in place?,5670938,1749652214711,Plant Mag Flow Meters,Are there Plant Mag Flow Meters in place?,1749653112804
8520967,Plant Mag Flow Meters,Are there any risks associated with the flow meters?,7590933,1749652214711,Plant Mag Flow Meters,Are there any risks associated with the flow meters?,1749699154310
8520967,Plant Mag Flow Meters,Take Photo of the risks,7610938,1749652214711,Plant Mag Flow Meters,Are there Plant Mag Flow Meters in place?;What are type of Flow Meters?;Are there any risks associated with the flow meters?;What are these risks associated with the flow meters?;Please specify other issues / risks for Flow Meters;Take Photo of the risks associated with the flow meters;Are there any High Lift Pumps at the Plant?;Number of High Lift Pumps?;Are there any risks associated with the High Lift Pumps?;What are this risks associated with the High Lift Pumps?;Please specify other issues / risks for High Lift Pumps;Take Photo of the risks/High Lift Pumps,1749653112804;1749699101674;1749699154310;1749699189052;1749699309822;1749699295063;1749699346821;1749699372393;1749699414777;1749699457040;1749699534446;1749699553789
8520967,Plant Mag Flow Meters,Number of High Lift Pumps?,9640932,1749652214711,Plant Mag Flow Meters,Number of High Lift Pumps?,1749699372393
8520967,Raw Water Source,Are you able to take photo of risk?,13770920,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Are you able to take photo of the risks?,15730920,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Are there any risk associated with the source?,1660920,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Are you able to take photo of risks?,19530921,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
8520967,Raw Water Source,Take Photo of risks,2620922,1749652214711,Raw Water Source,What is the raw water source?;Are you able to visit the surface water source in this visit?;Take Geolocation of the surface water source;Take photo of the surface water source;Are there any issues/risks associated with the surface water source?;Please provide details for these risks for the surface water source?;Please specify other risks for the surface water source;Are you able to take photo of the risks for the surface water source?;Take Photo of risks for the surface water source;Are you able to visit the ground water source in this visit?;Take Geolocation of the ground water source;Take photo of the ground water source;Are there any issues/risks associated with the ground water source?;Please provide details for these risks for the ground water source?;Are you able to take photo of the risks for the ground water source?;Take Photo of risks for the ground water source;How is the raw water transported to the plant?;Please specify other method of raw water transport;How many Pumps/Rising Main are there?;How many Pumps/Rising Main are operational and on standby?;Are there any risks associated with the Pumps/Rising Main?;Please provide details of the risks associated with Pumps/Rising Main;Please provide details of other risks associated with Pumps/Rising Main;Are you able to take photo of the risks associated with Pumps/Rising Main?;Take photo of the risks associated with Pumps/Rising Main;How many Borehole Pump are there?;How many Borehole Pump are operational and on standby?;Are there any risks associated with the Borehole Pump?;Please provide details of the risks associated with Borehole Pump;Please provide details of other risks associated with Borehole Pump;Are you able to take photo of the risks associated with Borehole Pump?;Take photo of the risks associated with Borehole Pump;How many Borehole Gallery Pumps are there?;How many Borehole Gallery Pumps are operational and on standby?;Are there any risks associated with the Borehole Gallery Pumps?;Please provide details of the risks associated with Borehole Gallery Pumps;Please provide details of other risks associated with Borehole Gallery Pumps;Are you able to take photo of the risks associated with Borehole Gallery Pumps?;Take photo of the risks associated with Borehole Gallery Pumps;Are there any risks associated with the raw water gravity system?;Please Provide details of the issues / risks for Raw Water Gravity System:;Please provide details of the issues / risks (Other);Are you able to take photo of the issue / risks?;Take photo of the risks associated with the raw water gravity system,1749652966061;1749693489743;1749694731204;1749693516243;1749693552939;1749693588994;1749693691980;1749693712512;1749693763655;1749694954321;1749694987321;1749695011234;1749695045123;1749693712511;1749693763656;1749693801234;1749693821961;1749693885123;1754995400011;1754995400012;1754995400013;1754995400016;1754995400021;1754995400022;1754995400025;1754995400026;1754995400027;1754995400028;1754995400031;1754995400036;1754995400037;1754995400040;1754995400041;1754995400042;1754995400043;1754995400046;1754995400051;1754995400052;1754995400055;1749694260130;1749694347720;1749694410980;1749694427341;1749694490283
